filename,category_id,chinese_name,english_name,label
img_008712.jpg,206,黑毛蕊花,Verbascum nigrum,34
img_003644.jpg,183,林生水苏,Stachys sylvatica,14
img_001926.jpg,173,啤酒花,Humulus lupulus,7
img_017031.jpg,241,金光菊（黑心菊）,Rudbeckia fulgida,68
img_005343.jpg,192,叶子花（三角梅）,Bougainvillea spectabilis,21
img_002136.jpg,174,白景天,Sedum album,8
img_005316.jpg,192,叶子花（三角梅）,Bougainvillea spectabilis,21
img_002922.jpg,178,榆叶黑莓,Rubus ulmifolius,11
img_009125.jpg,208,橙黄花亚菊,Pilosella aurantiaca,36
img_000697.jpg,166,络石（风车茉莉）,Trachelospermum jasminoides,2
img_005423.jpg,192,叶子花（三角梅）,Bougainvillea spectabilis,21
img_001730.jpg,172,吊兰,Chlorophytum comosum,6
img_002163.jpg,174,白景天,Sedum album,8
img_017856.jpg,244,勋章菊,Gazania rigens,71
img_017698.jpg,243,猫儿菊,Hypochaeris radicata,70
img_003469.jpg,180,熊葱（野蒜）,Allium ursinum,13
img_019638.jpg,1751,欧洲椴（阔叶椴）,Tilia platyphyllos,78
img_014665.jpg,231,假叶树（刺叶树）,Ruscus aculeatus,58
img_006873.jpg,199,欧石楠,Calluna vulgaris,27
img_016676.jpg,239,斑叶掌裂兰,Dactylorhiza maculata,66
img_021293.jpg,1777,日本木瓜（倭海棠）,Chaenomeles japonica,85
img_006547.jpg,198,喉管草,Campanula trachelium,26
img_015191.jpg,233,绵毛水苏（羊耳朵草）,Stachys byzantina,60
img_021129.jpg,1776,欧洲山杨（垂枝桦）,Betula pendula,84
img_009526.jpg,210,白花矾根（墨西哥橘）,Choisya ternata,38
img_010582.jpg,214,林地老鹳草,Geranium sylvaticum,42
img_006115.jpg,195,罗勒,Ocimum basilicum,24
img_018327.jpg,1734,欧鼠李,Rhamnus alaternus,73
img_005292.jpg,192,叶子花（三角梅）,Bougainvillea spectabilis,21
img_001082.jpg,169,旱金莲,Tropaeolum majus,4
img_010653.jpg,214,林地老鹳草,Geranium sylvaticum,42
img_004712.jpg,188,欧洲忍冬,Lonicera xylosteum,18
img_020520.jpg,1772,水飞蓟,Silybum marianum,82
img_020324.jpg,1770,香龙血树（巴西木）,Dracaena fragrans,81
img_013380.jpg,226,吊竹梅（斑叶鸭跖草）,Tradescantia zebrina,53
img_008408.jpg,205,甜菜,Beta vulgaris,33
img_016328.jpg,238,杏叶大戟,Euphorbia amygdaloides,65
img_017418.jpg,242,岩生脐草,Umbilicus rupestris,69
img_007302.jpg,201,续随子,Euphorbia lathyris,29
img_012098.jpg,221,海滨千里光,Jacobaea maritima,48
img_008716.jpg,206,黑毛蕊花,Verbascum nigrum,34
img_014341.jpg,230,木瓜海棠（皱皮木瓜）,Chaenomeles speciosa,57
img_023663.jpg,1805,留兰香（绿薄荷）,Mentha spicata,94
img_007344.jpg,201,续随子,Euphorbia lathyris,29
img_017636.jpg,243,猫儿菊,Hypochaeris radicata,70
img_010817.jpg,215,酸橙（苦橙）,Citrus × aurantium,43
img_022329.jpg,1786,欧洲云杉（挪威云杉）,Picea abies,89
img_019876.jpg,1759,香桃木,Myrtus communis,79
img_000429.jpg,165,龙牙草（仙鹤草）,Agrimonia eupatoria,1
img_011052.jpg,216,母菊（洋甘菊）,Matricaria chamomilla,44
img_006371.jpg,197,白毛岩蔷薇,Cistus albidus,25
img_023899.jpg,1806,女贞（大叶女贞）,Ligustrum lucidum,95
img_002869.jpg,178,榆叶黑莓,Rubus ulmifolius,11
img_007800.jpg,203,日本小檗（红叶小檗）,Berberis thunbergii,31
img_021539.jpg,1780,宽叶山黧豆（香豌豆）,Lathyrus latifolius,86
img_020879.jpg,1774,栾树,Koelreuteria paniculata,83
img_017151.jpg,241,金光菊（黑心菊）,Rudbeckia fulgida,68
img_015168.jpg,233,绵毛水苏（羊耳朵草）,Stachys byzantina,60
img_023888.jpg,1806,女贞（大叶女贞）,Ligustrum lucidum,95
img_014827.jpg,232,细叶还阳参,Crepis capillaris,59
img_004900.jpg,189,柠檬,Citrus × limon,19
img_004346.jpg,186,紫花红门兰,Orchis purpurea,17
img_021354.jpg,1777,日本木瓜（倭海棠）,Chaenomeles japonica,85
img_004187.jpg,185,玫瑰,Rosa rugosa,16
img_007562.jpg,202,荠菜,Capsella bursa-pastoris,30
img_017293.jpg,242,岩生脐草,Umbilicus rupestris,69
img_006854.jpg,199,欧石楠,Calluna vulgaris,27
img_007948.jpg,203,日本小檗（红叶小檗）,Berberis thunbergii,31
img_012392.jpg,222,泽漆（五朵云）,Euphorbia helioscopia,49
img_011570.jpg,218,山矢车菊,Centaurea montana,46
img_019183.jpg,1749,北美鹅掌楸（郁金香树）,Liriodendron tulipifera,76
img_002987.jpg,178,榆叶黑莓,Rubus ulmifolius,11
img_008422.jpg,205,甜菜,Beta vulgaris,33
img_006221.jpg,195,罗勒,Ocimum basilicum,24
img_017654.jpg,243,猫儿菊,Hypochaeris radicata,70
img_016005.jpg,237,猪殃殃（钝叶拉拉藤）,Galium mollugo,64
img_018431.jpg,1734,欧鼠李,Rhamnus alaternus,73
img_017295.jpg,242,岩生脐草,Umbilicus rupestris,69
img_016031.jpg,237,猪殃殃（钝叶拉拉藤）,Galium mollugo,64
img_009042.jpg,208,橙黄花亚菊,Pilosella aurantiaca,36
img_017397.jpg,242,岩生脐草,Umbilicus rupestris,69
img_003955.jpg,184,马铃薯（阳芋）,Solanum tuberosum,15
img_002850.jpg,178,榆叶黑莓,Rubus ulmifolius,11
img_004373.jpg,186,紫花红门兰,Orchis purpurea,17
img_009307.jpg,209,酢浆草（酸味草）,Oxalis corniculata,37
img_003834.jpg,184,马铃薯（阳芋）,Solanum tuberosum,15
img_020060.jpg,1765,欧洲赤松,Pinus sylvestris,80
img_022252.jpg,1786,欧洲云杉（挪威云杉）,Picea abies,89
img_023805.jpg,1806,女贞（大叶女贞）,Ligustrum lucidum,95
img_001424.jpg,171,白花雪果,Symphoricarpos albus,5
img_018358.jpg,1734,欧鼠李,Rhamnus alaternus,73
img_002716.jpg,177,紫花老鹳草,Geranium purpureum,10
img_001875.jpg,173,啤酒花,Humulus lupulus,7
img_002707.jpg,177,紫花老鹳草,Geranium purpureum,10
img_009218.jpg,208,橙黄花亚菊,Pilosella aurantiaca,36
img_001592.jpg,172,吊兰,Chlorophytum comosum,6
img_010530.jpg,214,林地老鹳草,Geranium sylvaticum,42
img_017419.jpg,242,岩生脐草,Umbilicus rupestris,69
img_017800.jpg,244,勋章菊,Gazania rigens,71
img_009626.jpg,210,白花矾根（墨西哥橘）,Choisya ternata,38
img_005440.jpg,192,叶子花（三角梅）,Bougainvillea spectabilis,21
img_024422.jpg,1818,野甘蓝（花椰菜祖先）,Brassica oleracea,97
img_007877.jpg,203,日本小檗（红叶小檗）,Berberis thunbergii,31
img_015778.jpg,236,皱叶酸模,Rumex crispus,63
img_020934.jpg,1774,栾树,Koelreuteria paniculata,83
img_022846.jpg,1796,红花接骨木,Sambucus racemosa,91
img_011855.jpg,220,盔瓣秋海棠,Begonia cucullata,47
img_022403.jpg,1786,欧洲云杉（挪威云杉）,Picea abies,89
img_024270.jpg,1818,野甘蓝（花椰菜祖先）,Brassica oleracea,97
img_008881.jpg,207,苹果,Malus domestica,35
img_014380.jpg,230,木瓜海棠（皱皮木瓜）,Chaenomeles speciosa,57
img_007155.jpg,200,滨菊,Leucanthemum vulgare,28
img_018029.jpg,245,广布野豌豆,Vicia cracca,72
img_010945.jpg,215,酸橙（苦橙）,Citrus × aurantium,43
img_018754.jpg,1747,苹果薄荷,Mentha suaveolens,75
img_001734.jpg,172,吊兰,Chlorophytum comosum,6
img_018248.jpg,1734,欧鼠李,Rhamnus alaternus,73
img_019057.jpg,1749,北美鹅掌楸（郁金香树）,Liriodendron tulipifera,76
img_001955.jpg,173,啤酒花,Humulus lupulus,7
img_022866.jpg,1796,红花接骨木,Sambucus racemosa,91
img_000937.jpg,167,湖北荚蒾,Eriocapitella hupehensis,3
img_003837.jpg,184,马铃薯（阳芋）,Solanum tuberosum,15
img_016829.jpg,240,欧洲百合,Lilium martagon,67
img_019335.jpg,1750,欧洲梨,Pyrus communis,77
img_002700.jpg,177,紫花老鹳草,Geranium purpureum,10
img_023290.jpg,1801,斑点蓼,Persicaria maculosa,93
img_019189.jpg,1749,北美鹅掌楸（郁金香树）,Liriodendron tulipifera,76
img_020798.jpg,1774,栾树,Koelreuteria paniculata,83
img_013176.jpg,225,库珀冰叶日中花,Delosperma cooperi,52
img_004868.jpg,189,柠檬,Citrus × limon,19
img_006061.jpg,195,罗勒,Ocimum basilicum,24
img_019536.jpg,1751,欧洲椴（阔叶椴）,Tilia platyphyllos,78
img_022182.jpg,1785,龙舌兰,Agave americana,88
img_009690.jpg,210,白花矾根（墨西哥橘）,Choisya ternata,38
img_002388.jpg,176,忍冬（金银花）,Lonicera japonica,9
img_007076.jpg,200,滨菊,Leucanthemum vulgare,28
img_002804.jpg,178,榆叶黑莓,Rubus ulmifolius,11
img_022134.jpg,1785,龙舌兰,Agave americana,88
img_014034.jpg,229,缬草（药用缬草）,Valeriana officinalis,56
img_024516.jpg,1827,晚花稠李,Prunus serotina,98
img_016531.jpg,239,斑叶掌裂兰,Dactylorhiza maculata,66
img_011542.jpg,218,山矢车菊,Centaurea montana,46
img_012060.jpg,221,海滨千里光,Jacobaea maritima,48
img_011113.jpg,216,母菊（洋甘菊）,Matricaria chamomilla,44
img_022183.jpg,1785,龙舌兰,Agave americana,88
img_004838.jpg,189,柠檬,Citrus × limon,19
img_019889.jpg,1759,香桃木,Myrtus communis,79
img_024747.jpg,1833,多叶羽扇豆（鲁冰花）,Lupinus polyphyllus,99
img_012288.jpg,222,泽漆（五朵云）,Euphorbia helioscopia,49
img_007322.jpg,201,续随子,Euphorbia lathyris,29
img_010114.jpg,212,小老鹳草,Geranium pusillum,40
img_014451.jpg,230,木瓜海棠（皱皮木瓜）,Chaenomeles speciosa,57
img_010112.jpg,212,小老鹳草,Geranium pusillum,40
img_001178.jpg,169,旱金莲,Tropaeolum majus,4
img_013535.jpg,227,除虫菊,Tanacetum parthenium,54
img_005542.jpg,193,大麦,Hordeum vulgare,22
img_014102.jpg,229,缬草（药用缬草）,Valeriana officinalis,56
img_009564.jpg,210,白花矾根（墨西哥橘）,Choisya ternata,38
img_017509.jpg,243,猫儿菊,Hypochaeris radicata,70
img_008647.jpg,206,黑毛蕊花,Verbascum nigrum,34
img_007568.jpg,202,荠菜,Capsella bursa-pastoris,30
img_022990.jpg,1797,黄杨,Buxus sempervirens,92
img_014920.jpg,232,细叶还阳参,Crepis capillaris,59
img_016823.jpg,240,欧洲百合,Lilium martagon,67
img_021645.jpg,1780,宽叶山黧豆（香豌豆）,Lathyrus latifolius,86
img_002441.jpg,176,忍冬（金银花）,Lonicera japonica,9
img_019079.jpg,1749,北美鹅掌楸（郁金香树）,Liriodendron tulipifera,76
img_007862.jpg,203,日本小檗（红叶小檗）,Berberis thunbergii,31
img_024278.jpg,1818,野甘蓝（花椰菜祖先）,Brassica oleracea,97
img_020598.jpg,1772,水飞蓟,Silybum marianum,82
img_001160.jpg,169,旱金莲,Tropaeolum majus,4
img_001395.jpg,171,白花雪果,Symphoricarpos albus,5
img_010338.jpg,213,大叶黄杨,Euonymus japonicus,41
img_020997.jpg,1776,欧洲山杨（垂枝桦）,Betula pendula,84
img_023813.jpg,1806,女贞（大叶女贞）,Ligustrum lucidum,95
img_022750.jpg,1796,红花接骨木,Sambucus racemosa,91
img_006786.jpg,199,欧石楠,Calluna vulgaris,27
img_006789.jpg,199,欧石楠,Calluna vulgaris,27
img_020415.jpg,1770,香龙血树（巴西木）,Dracaena fragrans,81
img_022810.jpg,1796,红花接骨木,Sambucus racemosa,91
img_012573.jpg,223,草地老鹳草,Geranium pratense,50
img_022379.jpg,1786,欧洲云杉（挪威云杉）,Picea abies,89
img_018349.jpg,1734,欧鼠李,Rhamnus alaternus,73
img_023537.jpg,1805,留兰香（绿薄荷）,Mentha spicata,94
img_019085.jpg,1749,北美鹅掌楸（郁金香树）,Liriodendron tulipifera,76
img_022027.jpg,1785,龙舌兰,Agave americana,88
img_015258.jpg,234,四裂荆芥,Galeopsis tetrahit,61
img_009299.jpg,209,酢浆草（酸味草）,Oxalis corniculata,37
img_020814.jpg,1774,栾树,Koelreuteria paniculata,83
img_014799.jpg,232,细叶还阳参,Crepis capillaris,59
img_000369.jpg,165,龙牙草（仙鹤草）,Agrimonia eupatoria,1
img_024154.jpg,1808,泽珍珠菜,Lysimachia vulgaris,96
img_024807.jpg,1833,多叶羽扇豆（鲁冰花）,Lupinus polyphyllus,99
img_007865.jpg,203,日本小檗（红叶小檗）,Berberis thunbergii,31
img_018818.jpg,1747,苹果薄荷,Mentha suaveolens,75
img_016670.jpg,239,斑叶掌裂兰,Dactylorhiza maculata,66
img_015008.jpg,233,绵毛水苏（羊耳朵草）,Stachys byzantina,60
img_000168.jpg,164,紫叶竹节秋海棠（紫竹梅）,Tradescantia pallida,0
img_021843.jpg,1784,打碗花（篱打碗花）,Calystegia sepium,87
img_003682.jpg,183,林生水苏,Stachys sylvatica,14
img_010120.jpg,212,小老鹳草,Geranium pusillum,40
img_009406.jpg,209,酢浆草（酸味草）,Oxalis corniculata,37
img_009809.jpg,211,欧洲接骨木,Sambucus ebulus,39
img_020110.jpg,1765,欧洲赤松,Pinus sylvestris,80
img_012267.jpg,222,泽漆（五朵云）,Euphorbia helioscopia,49
img_001370.jpg,171,白花雪果,Symphoricarpos albus,5
img_007197.jpg,200,滨菊,Leucanthemum vulgare,28
img_013650.jpg,227,除虫菊,Tanacetum parthenium,54
img_009342.jpg,209,酢浆草（酸味草）,Oxalis corniculata,37
img_015440.jpg,234,四裂荆芥,Galeopsis tetrahit,61
img_006326.jpg,197,白毛岩蔷薇,Cistus albidus,25
img_004173.jpg,185,玫瑰,Rosa rugosa,16
img_001828.jpg,173,啤酒花,Humulus lupulus,7
img_011784.jpg,220,盔瓣秋海棠,Begonia cucullata,47
img_004604.jpg,188,欧洲忍冬,Lonicera xylosteum,18
img_015162.jpg,233,绵毛水苏（羊耳朵草）,Stachys byzantina,60
img_010657.jpg,214,林地老鹳草,Geranium sylvaticum,42
img_005834.jpg,194,撒尔维亚叶岩蔷薇,Cistus salviifolius,23
img_021565.jpg,1780,宽叶山黧豆（香豌豆）,Lathyrus latifolius,86
img_012681.jpg,223,草地老鹳草,Geranium pratense,50
img_004799.jpg,189,柠檬,Citrus × limon,19
img_003543.jpg,183,林生水苏,Stachys sylvatica,14
img_018173.jpg,245,广布野豌豆,Vicia cracca,72
img_012543.jpg,223,草地老鹳草,Geranium pratense,50
img_013649.jpg,227,除虫菊,Tanacetum parthenium,54
img_008183.jpg,204,洋水仙（黄水仙）,Narcissus pseudonarcissus,32
img_011781.jpg,220,盔瓣秋海棠,Begonia cucullata,47
img_022149.jpg,1785,龙舌兰,Agave americana,88
img_015057.jpg,233,绵毛水苏（羊耳朵草）,Stachys byzantina,60
img_007210.jpg,200,滨菊,Leucanthemum vulgare,28
img_024589.jpg,1827,晚花稠李,Prunus serotina,98
img_009543.jpg,210,白花矾根（墨西哥橘）,Choisya ternata,38
img_009032.jpg,208,橙黄花亚菊,Pilosella aurantiaca,36
img_010791.jpg,215,酸橙（苦橙）,Citrus × aurantium,43
img_014600.jpg,231,假叶树（刺叶树）,Ruscus aculeatus,58
img_016837.jpg,240,欧洲百合,Lilium martagon,67
img_019836.jpg,1759,香桃木,Myrtus communis,79
img_024623.jpg,1827,晚花稠李,Prunus serotina,98
img_003735.jpg,183,林生水苏,Stachys sylvatica,14
img_013766.jpg,228,香花芥,Hesperis matronalis,55
img_006637.jpg,198,喉管草,Campanula trachelium,26
img_017198.jpg,241,金光菊（黑心菊）,Rudbeckia fulgida,68
img_023772.jpg,1806,女贞（大叶女贞）,Ligustrum lucidum,95
img_021903.jpg,1784,打碗花（篱打碗花）,Calystegia sepium,87
img_010191.jpg,212,小老鹳草,Geranium pusillum,40
img_006395.jpg,197,白毛岩蔷薇,Cistus albidus,25
img_017914.jpg,244,勋章菊,Gazania rigens,71
img_002588.jpg,177,紫花老鹳草,Geranium purpureum,10
img_011081.jpg,216,母菊（洋甘菊）,Matricaria chamomilla,44
img_012617.jpg,223,草地老鹳草,Geranium pratense,50
img_007554.jpg,202,荠菜,Capsella bursa-pastoris,30
img_002856.jpg,178,榆叶黑莓,Rubus ulmifolius,11
img_016339.jpg,238,杏叶大戟,Euphorbia amygdaloides,65
img_002666.jpg,177,紫花老鹳草,Geranium purpureum,10
img_014927.jpg,232,细叶还阳参,Crepis capillaris,59
img_018107.jpg,245,广布野豌豆,Vicia cracca,72
img_021425.jpg,1777,日本木瓜（倭海棠）,Chaenomeles japonica,85
img_017852.jpg,244,勋章菊,Gazania rigens,71
img_013860.jpg,228,香花芥,Hesperis matronalis,55
img_011573.jpg,218,山矢车菊,Centaurea montana,46
img_009041.jpg,208,橙黄花亚菊,Pilosella aurantiaca,36
img_021804.jpg,1784,打碗花（篱打碗花）,Calystegia sepium,87
img_006051.jpg,195,罗勒,Ocimum basilicum,24
img_019595.jpg,1751,欧洲椴（阔叶椴）,Tilia platyphyllos,78
img_010058.jpg,212,小老鹳草,Geranium pusillum,40
img_018598.jpg,1743,欧楂,Cydonia oblonga,74
img_016076.jpg,237,猪殃殃（钝叶拉拉藤）,Galium mollugo,64
img_011154.jpg,216,母菊（洋甘菊）,Matricaria chamomilla,44
img_018829.jpg,1747,苹果薄荷,Mentha suaveolens,75
img_001371.jpg,171,白花雪果,Symphoricarpos albus,5
img_007343.jpg,201,续随子,Euphorbia lathyris,29
img_019396.jpg,1750,欧洲梨,Pyrus communis,77
img_020638.jpg,1772,水飞蓟,Silybum marianum,82
img_012023.jpg,221,海滨千里光,Jacobaea maritima,48
img_004638.jpg,188,欧洲忍冬,Lonicera xylosteum,18
img_010448.jpg,213,大叶黄杨,Euonymus japonicus,41
img_018808.jpg,1747,苹果薄荷,Mentha suaveolens,75
img_021427.jpg,1777,日本木瓜（倭海棠）,Chaenomeles japonica,85
img_007688.jpg,202,荠菜,Capsella bursa-pastoris,30
img_017688.jpg,243,猫儿菊,Hypochaeris radicata,70
img_014288.jpg,230,木瓜海棠（皱皮木瓜）,Chaenomeles speciosa,57
img_002447.jpg,176,忍冬（金银花）,Lonicera japonica,9
img_000137.jpg,164,紫叶竹节秋海棠（紫竹梅）,Tradescantia pallida,0
img_020431.jpg,1770,香龙血树（巴西木）,Dracaena fragrans,81
img_021328.jpg,1777,日本木瓜（倭海棠）,Chaenomeles japonica,85
img_024891.jpg,1833,多叶羽扇豆（鲁冰花）,Lupinus polyphyllus,99
img_006541.jpg,198,喉管草,Campanula trachelium,26
img_024055.jpg,1808,泽珍珠菜,Lysimachia vulgaris,96
img_013687.jpg,227,除虫菊,Tanacetum parthenium,54
img_007834.jpg,203,日本小檗（红叶小檗）,Berberis thunbergii,31
img_017565.jpg,243,猫儿菊,Hypochaeris radicata,70
img_003641.jpg,183,林生水苏,Stachys sylvatica,14
img_014429.jpg,230,木瓜海棠（皱皮木瓜）,Chaenomeles speciosa,57
img_020781.jpg,1774,栾树,Koelreuteria paniculata,83
img_002629.jpg,177,紫花老鹳草,Geranium purpureum,10
img_013645.jpg,227,除虫菊,Tanacetum parthenium,54
img_002934.jpg,178,榆叶黑莓,Rubus ulmifolius,11
img_003477.jpg,180,熊葱（野蒜）,Allium ursinum,13
img_021131.jpg,1776,欧洲山杨（垂枝桦）,Betula pendula,84
img_000067.jpg,164,紫叶竹节秋海棠（紫竹梅）,Tradescantia pallida,0
img_002218.jpg,174,白景天,Sedum album,8
img_012266.jpg,222,泽漆（五朵云）,Euphorbia helioscopia,49
img_020050.jpg,1765,欧洲赤松,Pinus sylvestris,80
img_009780.jpg,211,欧洲接骨木,Sambucus ebulus,39
img_003181.jpg,179,蓝铃花,Hyacinthoides non-scripta,12
img_020584.jpg,1772,水飞蓟,Silybum marianum,82
img_011051.jpg,216,母菊（洋甘菊）,Matricaria chamomilla,44
img_006104.jpg,195,罗勒,Ocimum basilicum,24
img_016936.jpg,240,欧洲百合,Lilium martagon,67
img_012839.jpg,224,三色堇,Viola tricolor,51
